Baseline 100%T_S,,Baseline 100%T_P,,312_R6G-PdTPP_simple P 6.00 12.00,,312_R6G-PdTPP_simple P 10.00 20.00,,312_R6G-PdTPP_simple P 14.00 28.00,,312_R6G-PdTPP_simple P 18.00 36.00,,312_R6G-PdTPP_simple P 22.00 44.00,,312_R6G-PdTPP_simple P 26.00 52.00,,312_R6G-PdTPP_simple P 30.00 60.00,,312_R6G-PdTPP_simple P 34.00 68.00,,312_R6G-PdTPP_simple P 38.00 76.00,,312_R6G-PdTPP_simple P 42.00 84.00,,312_R6G-PdTPP_simple P 46.00 92.00,,312_R6G-PdTPP_simple P 50.00 100.00,,312_R6G-PdTPP_simple P 54.00 108.00,,312_R6G-PdTPP_simple P 58.00 116.00,,312_R6G-PdTPP_simple P 62.00 124.00,,312_R6G-PdTPP_simple P 66.00 132.00,,312_R6G-PdTPP_simple P 70.00 140.00,,312_R6G-PdTPP_simple P 74.00 148.00,,312_R6G-PdTPP_simple P 78.00 156.00,,312_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
478,44.34289169,478,123.9772415,478,73.43871307,478,73.80597687,478,74.37213135,478,75.01808929,478,75.66217804,478,76.18366241,478,76.53012848,478,76.47480011,478,76.05046844,478,75.11497498,478,73.5116806,478,71.21918488,478,68.16395569,478,64.41293335,478,60.10337067,478,55.74646759,478,52.27680969,478,51.09706497,478,53.78165436,478,58.44667053,
477,44.25615692,477,123.9785309,477,72.92757416,477,73.38386536,477,74.01499176,477,74.73529053,477,75.4587326,477,76.07200623,477,76.5306778,477,76.61637878,477,76.35442352,477,75.53322601,477,74.09242249,477,71.95843506,477,69.11440277,477,65.48612213,477,61.29233932,477,57.04126358,477,53.54627228,477,52.26697922,477,54.76465225,477,59.1680603,
476,44.17631531,476,123.9455261,476,72.36659241,476,72.85830688,476,73.56490326,476,74.41123962,476,75.22702789,476,75.97692108,476,76.52684021,476,76.74591827,476,76.61401367,476,75.93014526,476,74.66828918,476,72.69472504,476,70.01630402,476,66.5945816,476,62.54285431,476,58.32444382,476,54.86624908,476,53.51938629,476,55.8260498,476,59.95676422,
475,44.06650543,475,123.9715118,475,71.73872375,475,72.26320648,475,72.98448944,475,73.94400024,475,74.912323,475,75.76210022,475,76.43965912,475,76.80580902,475,76.75736237,475,76.23860931,475,75.15543365,475,73.35694122,475,70.84324646,475,67.59366608,475,63.72457123,475,59.66349411,475,56.23341751,475,54.81749725,475,56.91632462,475,60.73583984,
474,43.96469116,474,123.9758987,474,70.99610901,474,71.59512329,474,72.4535675,474,73.46770477,474,74.52017212,474,75.51010895,474,76.3356781,474,76.78913116,474,76.91133118,474,76.52143097,474,75.59424591,474,74.0005722,474,71.69983673,474,68.62744904,474,64.90670776,474,60.98810959,474,57.59508514,474,56.14691925,474,58.08805084,474,61.61367798,
473,43.82710266,473,123.9175339,473,70.22198486,473,70.87423706,473,71.80692291,473,72.95592499,473,74.14774323,473,75.24100494,473,76.17829132,473,76.80401611,473,77.05942535,473,76.82933044,473,76.01722717,473,74.62008667,473,72.52351379,473,69.60266113,473,66.08760071,473,62.32722855,473,58.99605179,473,57.50908279,473,59.31671906,473,62.51086426,
472,43.74718475,472,123.9231491,472,69.27151489,472,70.01203918,472,71.03401947,472,72.3086853,472,73.67317963,472,74.91745758,472,75.97397614,472,76.7053299,472,77.09719086,472,77.06842041,472,76.40797424,472,75.16355896,472,73.2268219,472,70.51919556,472,67.22694397,472,63.62969971,472,60.39320755,472,58.88143921,472,60.53337479,472,63.41606522,
471,43.65893555,471,123.9460907,471,68.27609253,471,69.0736084,471,70.21347046,471,71.59365082,471,73.05625153,471,74.45691681,471,75.6771698,471,76.57697296,471,77.11186981,471,77.18054962,471,76.68388367,471,75.61782837,471,73.8871994,471,71.41122437,471,68.28562927,471,64.85260773,471,61.76394272,471,60.27639008,471,61.79743958,471,64.29706573,
470,43.53065109,470,123.9178772,470,67.16181183,470,68.08028412,470,69.31848907,470,70.81649017,470,72.41563416,470,73.99865723,470,75.36672974,470,76.4325943,470,77.10406494,470,77.32814789,470,77.03118134,470,76.08937836,470,74.54140472,470,72.2963562,470,69.37619781,470,66.13391876,470,63.14925003,470,61.65131378,470,63.06131363,470,65.27461243,
469,43.45282745,469,123.969017,469,65.98078156,469,66.8997345,469,68.22584534,469,69.89099121,469,71.69644165,469,73.41416168,469,74.94859314,469,76.14810944,469,77.00391388,469,77.37038422,469,77.18888855,469,76.45076752,469,75.10600281,469,73.01207733,469,70.34062195,469,67.30865479,469,64.46711731,469,63.00804138,469,64.2870636,469,66.14688873,
468,43.3077507,468,123.8594971,468,64.76834106,468,65.76970673,468,67.23580933,468,69.03219604,468,70.94432831,468,72.88353729,468,74.56694031,468,75.96121979,468,76.93281555,468,77.46668243,468,77.43852997,468,76.86467743,468,75.67015076,468,73.84246063,468,71.3370285,468,68.48110962,468,65.81031036,468,64.41340637,468,65.59444427,468,67.16968536,
467,43.18421936,467,123.8746643,467,63.34773254,467,64.44815063,467,65.9905014,467,67.91838074,467,70.1015625,467,72.16644287,467,74.07693481,467,75.59701538,467,76.74583435,467,77.4161377,467,77.54886627,467,77.12379456,467,76.15602112,467,74.5089798,467,72.24211884,467,69.57794952,467,67.10298157,467,65.72093964,467,66.85759735,467,68.0756073,
466,43.07437897,466,123.847374,466,61.89284897,466,63.01535797,466,64.69776917,466,66.79585266,466,69.09243011,466,71.40648651,466,73.47927856,466,75.24796295,466,76.54227448,466,77.34215546,466,77.67849731,466,77.40886688,466,76.5732193,466,75.14115906,466,73.08716583,466,70.68682861,466,68.34954834,466,67.04032898,466,68.04103851,466,69.01074982,
465,42.97162247,465,123.818924,465,60.33421707,465,61.5350647,465,63.28446198,465,65.54853821,465,68.02618408,465,70.53126526,465,72.83461761,465,74.79257965,465,76.26049805,465,77.26159668,465,77.7329483,465,77.62245178,465,76.97824097,465,75.73642731,465,73.90348053,465,71.67744446,465,69.50679779,465,68.30909729,465,69.27544403,465,69.92319489,
464,42.86898804,464,123.7897186,464,58.66280746,464,59.91884995,464,61.79322433,464,64.1756897,464,66.81511688,464,69.57685089,464,72.09875488,464,74.27976227,464,75.95989227,464,77.13419342,464,77.73577118,464,77.80130005,464,77.30228424,464,76.26145172,464,74.62956238,464,72.61256409,464,70.65885925,464,69.58534241,464,70.46144867,464,70.8434906,
463,42.8008194,463,123.7501984,463,56.95816422,463,58.22806549,463,60.16838074,463,62.71797943,463,65.54180908,463,68.501091,463,71.31856537,463,73.65431976,463,75.55586243,463,76.92498016,463,77.66966248,463,77.91990662,463,77.60910034,463,76.73695374,463,75.31222534,463,73.54233551,463,71.73561096,463,70.76585388,463,71.62046814,463,71.72060394,
462,42.64151382,462,123.6963272,462,55.16102219,462,56.4711647,462,58.48535919,462,61.12675476,462,64.17132568,462,67.32793427,462,70.36560059,462,72.99917603,462,75.06996155,462,76.63406372,462,77.60826874,462,77.98444366,462,77.8425293,462,77.14696503,462,75.93379974,462,74.37789917,462,72.74611664,462,71.90692902,462,72.75086212,462,72.59396362,
461,42.53915405,461,123.6771545,461,53.27833176,461,54.59839249,461,56.66205978,461,59.43243408,461,62.59962463,461,66.03756714,461,69.32990265,461,72.22843933,461,74.52296448,461,76.27944183,461,77.41704559,461,78.02810669,461,77.99711609,461,77.5148468,461,76.49279785,461,75.10479736,461,73.69824982,461,72.95799255,461,73.7572937,461,73.37531281,
460,42.45160675,460,123.5984573,460,51.46574402,460,52.76794434,460,54.85426331,460,57.66727448,460,60.99704361,460,64.61620331,460,68.19351196,460,71.371315,460,73.95184326,460,75.95367432,460,77.23592377,460,77.95762634,460,78.16623688,460,77.8117218,460,76.93981934,460,75.78616333,460,74.58641815,460,73.96507263,460,74.79747009,460,74.16410828,
459,42.31719208,459,123.5083618,459,49.58885193,459,50.86819077,459,52.96882248,459,55.82336807,459,59.24868774,459,63.08371353,459,66.92134857,459,70.40348816,459,73.23184967,459,75.45594788,459,76.98388672,459,77.85080719,459,78.28184509,459,78.06124115,459,77.38693237,459,76.45159149,459,75.39701843,459,74.9002533,459,75.70834351,459,74.94178772,
458,42.22494507,458,123.4562531,458,47.81302261,458,49.03321075,458,51.0292778,458,53.8998909,458,57.44697952,458,61.43626022,458,65.52749634,458,69.29813385,458,72.45066833,458,74.89675903,458,76.61737061,458,77.69387054,458,78.24138641,458,78.19169617,458,77.76895905,458,76.96660614,458,76.08437347,458,75.76847839,458,76.62966156,458,75.64046478,
457,42.13884735,457,123.3952637,457,46.05467987,457,47.23256683,457,49.11014557,457,51.91114044,457,55.48114777,457,59.62634659,457,63.98550415,457,68.05102539,457,71.50318909,457,74.25771332,457,76.19881439,457,77.49726105,457,78.19277954,457,78.30396271,457,77.99216461,457,77.40857697,457,76.71389771,457,76.54275513,457,77.38033295,457,76.29389954,
456,42.02965546,456,123.3149796,456,44.57091522,456,45.52346039,456,47.28692245,456,49.94934845,456,53.47154236,456,57.73163986,456,62.28609848,456,66.67514038,456,70.49632263,456,73.45813751,456,75.67891693,456,77.18466187,456,78.02732086,456,78.33985138,456,78.2123642,456,77.78540802,456,77.25144958,456,77.16117096,456,78.12307739,456,76.84050751,
455,41.93075562,455,123.236969,455,43.2118721,455,44.03219986,455,45.58652496,455,48.04936981,455,51.48524094,455,55.73923111,455,60.47849655,455,65.1501236,455,69.29296112,455,72.61727142,455,75.04086304,455,76.7838974,455,77.86107635,455,78.32610321,455,78.37871552,455,78.13697052,455,77.75141907,455,77.80467224,455,78.74352264,455,77.33065796,
454,41.84353256,454,123.1178436,454,42.2174263,454,42.75933838,454,44.02219772,454,46.16307449,454,49.41410065,454,53.65310287,454,58.54026031,454,63.44373703,454,67.96561432,454,71.5875473,454,74.37451172,454,76.34723663,454,77.55870056,454,78.24599457,454,78.43939972,454,78.35150909,454,78.11802673,454,78.2877655,454,79.27519226,454,77.80310059,
453,41.70188522,453,123.0832214,453,41.49691391,453,41.79840088,453,42.61296082,453,44.41937256,453,47.40191269,453,51.46526718,453,56.41004944,453,61.5929718,453,66.40228271,453,70.42209625,453,73.47912598,453,75.72814178,453,77.16809082,453,77.99645996,453,78.36210632,453,78.43626404,453,78.38122559,453,78.65942383,453,79.73202515,453,78.16047668,
452,41.67054749,452,122.8724747,452,41.28036499,452,41.23970413,452,41.64919281,452,42.99713135,452,45.56584167,452,49.38235474,452,54.30207825,452,59.61983109,452,64.79694366,452,69.16266632,452,72.59635925,452,75.09753418,452,76.78379059,452,77.76540375,452,78.33011627,452,78.52258301,452,78.68166351,452,79.06324005,452,80.17079163,452,78.54332733,
451,41.58964157,451,122.7628326,451,41.43042374,451,41.06169128,451,40.97800446,451,41.7390213,451,43.82398605,451,47.26482773,451,52.02844238,451,57.48370743,451,62.88150024,451,67.68408203,451,71.46089172,451,74.24274445,451,76.2228241,451,77.43029022,451,78.17591095,451,78.5855484,451,78.78334808,451,79.29579926,451,80.47605896,451,78.73199463,
450,41.49892426,450,122.6114883,450,41.9628334,450,41.31589508,450,40.75206375,450,40.87512207,450,42.21350098,450,45.28342438,450,49.73078537,450,55.20940399,450,60.86293411,450,66.03081512,450,70.23126984,450,73.35235596,450,75.52658844,450,76.95547485,450,77.92440796,450,78.45412445,450,78.87316895,450,79.49897003,450,80.66712189,450,78.91075897,
449,41.42229462,449,122.4703674,449,42.77785873,449,41.85256195,449,40.88123322,449,40.33261871,449,41.00275803,449,43.37317657,449,47.47526169,449,52.84846878,449,58.69045258,449,64.20750427,449,68.82471466,449,72.25271606,449,74.74099731,449,76.41737366,449,77.52040863,449,78.23970032,449,78.81547546,449,79.56027985,449,80.85118103,449,79.01089478,
448,41.36034775,448,122.384819,448,43.90264893,448,42.7660408,448,41.35940933,448,40.19528198,448,40.11256027,448,41.66442871,448,45.22707748,448,50.34600449,448,56.31376648,448,62.0920639,448,67.12091827,448,70.90714264,448,73.78473663,448,75.70870209,448,77.04167938,448,77.99220276,448,78.67245483,448,79.50157928,448,80.83705902,448,78.95620728,
447,41.29453278,447,122.1469498,447,45.30083084,447,43.93790436,447,42.18474197,447,40.47092438,447,39.5789299,447,40.31903458,447,43.20988464,447,47.95586777,447,53.81124115,447,59.81280136,447,65.28975677,447,69.54959869,447,72.68637848,447,74.96459198,447,76.49633026,447,77.60194397,447,78.48986053,447,79.43344879,447,80.79647064,447,78.97413635,
446,41.28470612,446,122.0289383,446,46.81736755,446,45.34541321,446,43.23062134,446,41.06401825,446,39.4698143,446,39.30887222,446,41.32337952,446,45.51781082,446,51.21396255,446,57.41078949,446,63.22005844,446,67.88279724,446,71.48932648,446,73.99124146,446,75.79234314,446,77.07907867,446,78.08744812,446,79.1934967,446,80.62120819,446,78.75411224,
445,41.20245743,445,121.8400955,445,48.44057846,445,46.8117218,445,44.55560684,445,41.93486404,445,39.66176987,445,38.63976288,445,39.73777771,445,43.17936325,445,48.58262634,445,54.81315994,445,60.87663269,445,66.03318787,445,69.97502136,445,72.83517456,445,74.97575378,445,76.41384888,445,77.68525696,445,78.94476318,445,80.40999603,445,78.53369904,
444,41.18651581,444,121.6145172,444,50.14536285,444,48.44982529,444,45.9928894,444,43.10924149,444,40.26625061,444,38.35744095,444,38.46093369,444,41.05324936,444,45.92456055,444,52.08938217,444,58.45511627,444,63.95847702,444,68.38551331,444,71.58623505,444,73.94391632,444,75.755867,444,77.12565613,444,78.55049133,444,80.13283539,444,78.23384094,
443,41.0655098,443,121.3877792,443,51.87757111,443,50.12590408,443,47.5951004,443,44.40945053,443,41.18801498,443,38.4695282,443,37.55898285,443,39.16589737,443,43.33282852,443,49.25084305,443,55.70127869,443,61.66668701,443,66.47460938,443,70.10779572,443,72.78955078,443,74.82108307,443,76.53766632,443,78.0186615,443,79.69568634,443,77.87809753,
442,41.096138,442,121.2213974,442,53.52888107,442,51.77067947,442,49.18572998,442,45.87892151,442,42.19032288,442,38.91103745,442,37.01231766,442,37.57638168,442,40.89422989,442,46.35885239,442,52.82946777,442,59.0608139,442,64.26316833,442,68.37682343,442,71.43761444,442,73.78125763,442,75.60392761,442,77.27205658,442,79.05075836,442,77.2534256,
441,41.04289246,441,120.9711456,441,55.04028702,441,53.41134644,441,50.75571442,441,47.32057571,441,43.43199921,441,39.62538147,441,36.91356659,441,36.37757111,441,38.75143051,441,43.56259537,441,49.8850975,441,56.36403656,441,61.92470932,441,66.44862366,441,69.88246155,441,72.54775238,441,74.64685059,441,76.50069427,441,78.34947205,441,76.68288422,
440,41.00804138,440,120.6776733,440,56.57085037,440,54.91069412,440,52.34311676,440,48.8564682,440,44.80749893,440,40.6247673,440,37.14344025,440,35.57619476,440,36.85165405,440,40.90129471,440,46.85956192,440,53.36306763,440,59.37654495,440,64.2950058,440,68.18479919,440,71.13654327,440,73.51100159,440,75.55072021,440,77.52140045,440,75.95391846,
439,40.94496155,439,120.4781189,439,57.82513428,439,56.27718735,439,53.69563675,439,50.33034515,439,46.18123245,439,41.73665619,439,37.66630554,439,35.211586,439,35.3975296,439,38.48813629,439,43.86957169,439,50.27973557,439,56.51922989,439,61.85575867,439,66.12255859,439,69.50428772,439,72.17483521,439,74.38595581,439,76.50042725,439,75.13287354,
438,40.9643898,438,120.2385559,438,58.91815567,438,57.41509628,438,55.0357933,438,51.73066711,438,47.58107758,438,42.86990738,438,38.48683548,438,35.21801376,438,34.29432297,438,36.31479645,438,41.02988052,438,47.21391678,438,53.54607773,438,59.23681259,438,63.91041946,438,67.66866302,438,70.62164307,438,73.05831909,438,75.30263519,438,74.07606506,
437,40.97805023,437,119.9410172,437,59.88761902,437,58.50176239,437,56.24829102,437,53.01135635,437,48.91463089,437,44.20053482,437,39.45270157,437,35.5538826,437,33.70134354,437,34.68254089,437,38.46176147,437,44.22354126,437,50.50300217,437,56.46404648,437,61.44854355,437,65.59828949,437,68.88847351,437,71.57695007,437,73.97832489,437,73.07571411,
436,40.89042664,436,119.7475586,436,60.6018486,436,59.26784897,436,57.16283417,436,54.11332321,436,50.16077042,436,45.46832275,436,40.54498672,436,36.15240097,436,33.41944504,436,33.3449173,436,36.27151108,436,41.2972908,436,47.40932465,436,53.44500732,436,58.795784,436,63.26032257,436,66.92203522,436,69.81488037,436,72.38847351,436,71.80268097,
435,40.85787964,435,119.3921204,435,61.19997406,435,60.03024673,435,57.98490524,435,55.10703278,435,51.28177261,435,46.76635742,435,41.74545288,435,37.00406647,435,33.61810684,435,32.55535126,435,34.43280029,435,38.70827103,435,44.48409271,435,50.49435043,435,56.05342865,435,60.89528275,435,64.79869843,435,67.98060608,435,70.75482941,435,70.6078949,
434,40.74077225,434,119.1957474,434,61.58772278,434,60.45339203,434,58.59268951,434,55.81998825,434,52.22274017,434,47.83800507,434,42.89664841,434,37.94974899,434,34.03216171,434,32.13290024,434,33.01461792,434,36.48908997,434,41.70645523,434,47.59822083,434,53.2500267,434,58.28307343,434,62.44638443,434,65.94785309,434,68.9039917,434,69.20642853,
433,40.83558273,433,118.867363,433,61.90671158,433,60.77761078,433,59.05676651,433,56.44017029,433,53.09729767,433,48.86532211,433,44.02330399,433,39.04998016,433,34.79797363,433,32.18583298,433,32.10809708,433,34.65290451,433,39.29206085,433,44.77741241,433,50.46792603,433,55.72927475,433,60.06620026,433,63.77411652,433,67.06168365,433,67.8967514,
432,40.79366684,432,118.6264648,432,61.94018555,432,61.00428772,432,59.29360199,432,56.87354279,432,53.73274231,432,49.67494583,432,45.03271484,432,40.15674591,432,35.64215469,432,32.55566788,432,31.71493149,432,33.3605423,432,37.1716156,432,42.28583145,432,47.79180145,432,53.03515244,432,57.65628052,432,61.56993484,432,65.22971344,432,66.54110718,
431,40.8339653,431,118.3375702,431,61.95904541,431,60.95711136,431,59.45071411,431,57.17399597,431,54.15280533,431,50.384758,431,45.96123123,431,41.12007141,431,36.5689888,431,33.14694214,431,31.60839653,431,32.51911545,431,35.59632111,431,40.15933609,431,45.36263275,431,50.56014633,431,55.32240295,431,59.45927048,431,63.3531456,431,65.34151459,
430,40.73281097,430,118.0350037,430,61.78761673,430,60.95771027,430,59.46570206,430,57.34898376,430,54.50257111,430,50.93299866,430,46.73002243,430,42.06773758,430,37.56719971,430,33.91252899,430,31.96523857,430,32.15350342,430,34.49739456,430,38.43556595,430,43.20748901,430,48.32419586,430,53.18039703,430,57.50455093,430,61.7346344,430,64.19072723,
429,40.70690155,429,117.7730103,429,61.4710083,429,60.71784592,429,59.32882309,429,57.31771469,429,54.67607498,429,51.29644775,429,47.26775742,429,42.835392,429,38.45645142,429,34.70944977,429,32.42227554,429,32.04857254,429,33.73550797,429,37.14902878,429,41.52518082,429,46.39930725,429,51.18150711,429,55.63797379,429,60.23133469,429,63.28613281,
428,40.60411072,428,117.4846649,428,61.0867691,428,60.30914688,428,59.01192856,428,57.16687393,428,54.65583038,428,51.45282745,428,47.79744339,428,43.6348381,428,39.31708145,428,35.61489487,428,33.06633377,428,32.3725853,428,33.42474365,428,36.27416229,428,40.20175171,428,44.73745346,428,49.44156265,428,53.97927094,428,58.96904373,428,62.52220154,
427,40.49642181,427,117.2332916,427,60.64317703,427,59.92682648,427,58.75936127,427,56.93172073,427,54.58723831,427,51.55538177,427,48.15156937,427,44.12548065,427,40.12552643,427,36.47332001,427,33.86383438,427,32.77779388,427,33.4752121,427,35.72445297,427,39.28860855,427,43.50669861,427,48.08136749,427,52.70606232,427,57.97517395,427,61.80484772,
426,40.52787781,426,116.8963547,426,60.12817001,426,59.44600677,426,58.23614502,426,56.51206207,426,54.38780975,426,51.5777359,426,48.26847458,426,44.57698441,426,40.71852112,426,37.2203064,426,34.58498764,426,33.38210297,426,33.73368835,426,35.61833954,426,38.73649979,426,42.65124893,426,47.01221085,426,51.69897079,426,57.1156311,426,61.34436798,
425,40.45571518,425,116.5606384,425,59.48003387,425,58.7879715,425,57.74632645,425,56.16690445,425,54.06954956,425,51.41366196,425,48.37020493,425,44.81318665,425,41.24803162,425,37.89209747,425,35.30732346,425,34.04021835,425,34.13414764,425,35.65942383,425,38.42090225,425,42.02818298,425,46.31363297,425,50.95937347,425,56.5585556,425,61.00329208,
424,40.40511322,424,116.2879944,424,58.75638199,424,58.14528656,424,57.08169174,424,55.55001068,424,53.5700264,424,51.17671967,424,48.2731781,424,44.96837997,424,41.68577576,424,38.42530441,424,36.03694916,424,34.66161346,424,34.61001587,424,35.97837448,424,38.42489243,424,41.76137924,424,45.7723732,424,50.40118027,424,56.13211441,424,60.83068085,
423,40.28984451,423,116.0154495,423,57.93355179,423,57.36235809,423,56.38996506,423,54.91204071,423,53.10622406,423,50.80317688,423,48.06985092,423,45.00117493,423,41.86167526,423,38.97492981,423,36.61231232,423,35.27617264,423,35.17207718,423,36.32276535,423,38.52116013,423,41.67360306,423,45.53888321,423,50.10085297,423,55.90333176,423,60.73900986,
422,40.23917007,422,115.6162109,422,57.20210648,422,56.57337189,422,55.65503693,422,54.39187241,422,52.5679512,422,50.37882233,422,47.90660477,422,44.89733505,422,41.9702301,422,39.33758545,422,37.11805725,422,35.9280777,422,35.74058533,422,36.76647949,422,38.80304718,422,41.79292297,422,45.51016617,422,50.03122711,422,55.876194,422,60.80701828,
421,40.11021423,421,115.3992386,421,56.20868683,421,55.8436203,421,54.83123016,421,53.53063965,421,51.87125778,421,49.79069519,421,47.34975052,421,44.69940186,421,42.01470947,421,39.5342865,421,37.55356216,421,36.36141586,421,36.28322601,421,37.2016983,421,39.21638489,421,41.98588562,421,45.5251503,421,49.98690033,421,55.81037903,421,60.89988327,
420,40.09303284,420,115.0697098,420,55.40563583,420,54.84517288,420,54.00610733,420,52.77594757,420,51.13310242,420,49.20634079,420,46.88572693,420,44.33886337,420,41.8594017,420,39.68433762,420,37.84925079,420,36.75990295,420,36.82538986,420,37.69943237,420,39.56028366,420,42.40799332,420,45.85136032,420,50.15953827,420,55.97163391,420,61.01654053,
419,39.99443436,419,114.6776047,419,54.57614517,419,54.0255661,419,53.13931656,419,51.95904541,419,50.37400818,419,48.48930359,419,46.47242737,419,43.95445633,419,41.61978912,419,39.61569977,419,37.99798203,419,37.17413712,419,37.21060944,419,38.14768982,419,40.01333237,419,42.62247849,419,46.17424774,419,50.55158615,419,56.31233597,419,61.16963196,
418,40.07136154,418,114.2998428,418,53.72322083,418,53.11874771,418,52.32886124,418,51.1063652,418,49.62579346,418,47.87146378,418,45.76518631,418,43.53777313,418,41.24761963,418,39.4029808,418,37.95816422,418,37.24844742,418,37.52519989,418,38.56817627,418,40.46715927,418,43.10349274,418,46.508564,418,50.85237503,418,56.64814758,418,61.46411896,
417,39.91353226,417,113.8966675,417,52.81045532,417,52.27318954,417,51.49998093,417,50.36777878,417,48.8446312,417,47.039814,417,45.07173157,417,43.00226974,417,40.94334793,417,39.25177002,417,37.88096237,417,37.42250061,417,37.83842468,417,38.93936157,417,40.90578079,417,43.53530502,417,46.94121552,417,51.12060165,417,56.96299744,417,61.80212402,
416,39.97526169,416,113.4514694,416,51.98291397,416,51.47178268,416,50.71755219,416,49.48506165,416,48.04912949,416,46.39069366,416,44.45281219,416,42.4297142,416,40.40903091,416,38.94971466,416,37.74834061,416,37.51807404,416,38.004776,416,39.18252945,416,41.20574188,416,43.96916962,416,47.24905777,416,51.5861969,416,57.37641525,416,62.11497879,
415,39.99674606,415,113.1157532,415,51.19618225,415,50.59541321,415,49.78349686,415,48.71776199,415,47.26649094,415,45.58364868,415,43.72393036,415,41.66155243,415,39.9010582,415,38.44390106,415,37.43994904,415,37.43612671,415,38.00818253,415,39.39957047,415,41.47977829,415,44.18019867,415,47.60277939,415,51.92725754,415,57.76928711,415,62.33054352,
414,39.94934082,414,112.5938263,414,50.38486099,414,49.92348862,414,49.14845657,414,48.04833984,414,46.61004639,414,44.93701172,414,43.01386261,414,41.07365417,414,39.30175781,414,37.99412155,414,37.31846237,414,37.24953842,414,38.04993439,414,39.53512573,414,41.83169556,414,44.5349884,414,48.02674103,414,52.45700455,414,58.17503357,414,62.65077591,
413,39.98101044,413,112.1525269,413,49.76103973,413,49.26704788,413,48.45602036,413,47.27867126,413,45.80709457,413,44.07083511,413,42.32897568,413,40.33894348,413,38.67606735,413,37.51982117,413,36.75426102,413,36.97689056,413,37.98743439,413,39.56524277,413,41.82028961,413,44.82806015,413,48.43424225,413,52.7541275,413,58.46586227,413,62.98573685,
412,40.00531387,412,111.6234741,412,49.17145157,412,48.63634872,412,47.83535004,412,46.58185959,412,45.12121201,412,43.40146637,412,41.59210205,412,39.572258,412,37.96657944,412,36.8430748,412,36.34042358,412,36.66687393,412,37.68309784,412,39.66358185,412,42.0237999,412,45.08554459,412,48.71867371,412,53.15253067,412,58.71766663,412,63.25219345,
411,40.25121689,411,111.0754471,411,48.70655441,411,48.18447113,411,47.243927,411,46.04936981,411,44.61028671,411,42.67704391,411,40.89558029,411,38.86938858,411,37.32216263,411,36.1346817,411,35.75416565,411,36.31248474,411,37.62044525,411,39.61873627,411,42.10984421,411,45.35822296,411,48.98271942,411,53.41851807,411,59.17697144,411,63.48634338,
410,40.26170731,410,110.4486237,410,48.27316284,410,47.69343185,410,46.80504608,410,45.48379898,410,43.95109177,410,42.04333878,410,40.1098671,410,38.2647171,410,36.45494461,410,35.4507103,410,35.13182449,410,35.77349472,410,37.25654984,410,39.41954041,410,42.20312119,410,45.55228424,410,49.33028412,410,53.81167984,410,59.56507874,410,63.78203201,
409,40.39049149,409,109.8569183,409,47.92595673,409,47.41869736,409,46.44929886,409,45.13244629,409,43.45714569,409,41.55902481,409,39.42570496,409,37.41753006,409,35.73323822,409,34.77069855,409,34.48111343,409,35.23273468,409,36.91766739,409,39.17492676,409,42.15875626,409,45.77531052,409,49.66134262,409,54.20461273,409,59.85860062,409,64.0304184,
408,40.56912613,408,109.3694229,408,47.83495712,408,47.24985504,408,46.24755478,408,44.74780273,408,43.11767197,408,41.09631729,408,38.96957397,408,36.7318306,408,35.05236053,408,33.87998199,408,33.69182587,408,34.5324707,408,36.4113884,408,38.84410095,408,42.04553223,408,45.73218918,408,49.6535759,408,54.46175766,408,60.04123688,408,64.17653656,
407,40.69554901,407,108.8854675,407,47.76360703,407,47.14271164,407,46.15265274,407,44.67516327,407,42.77519989,407,40.54650497,407,38.27487564,407,35.98744202,407,34.1035881,407,33.04058456,407,32.87839508,407,33.72242355,407,35.69109726,407,38.3957634,407,41.84883118,407,45.63828659,407,49.88910675,407,54.51791763,407,60.2488327,407,64.37856293,
406,40.91244507,406,108.0778961,406,48.11906052,406,47.37874985,406,46.23326111,406,44.66641998,406,42.73677063,406,40.49215317,406,38.05220795,406,35.62797928,406,33.50740814,406,32.30101776,406,31.93647194,406,32.9455986,406,35.08075333,406,38.04706955,406,41.53279495,406,45.60887146,406,50.1179924,406,54.97449493,406,60.54125595,406,64.76870728,
405,41.02622223,405,107.2727356,405,48.62239838,405,47.86629486,405,46.73777008,405,45.09976959,405,43.00481415,405,40.52648926,405,37.8127861,405,35.264431,405,32.93262482,405,31.49962425,405,31.09201813,405,32.05771637,405,34.28807068,405,37.53232574,405,41.30278015,405,45.56462479,405,50.16259384,405,55.24934006,405,60.94401932,405,64.79678345,
