Baseline 100%T_S,,Baseline 100%T_P,,312_R6G-PdTPP_simple P 6.00 12.00,,312_R6G-PdTPP_simple P 10.00 20.00,,312_R6G-PdTPP_simple P 14.00 28.00,,312_R6G-PdTPP_simple P 18.00 36.00,,312_R6G-PdTPP_simple P 22.00 44.00,,312_R6G-PdTPP_simple P 26.00 52.00,,312_R6G-PdTPP_simple P 30.00 60.00,,312_R6G-PdTPP_simple P 34.00 68.00,,312_R6G-PdTPP_simple P 38.00 76.00,,312_R6G-PdTPP_simple P 42.00 84.00,,312_R6G-PdTPP_simple P 46.00 92.00,,312_R6G-PdTPP_simple P 50.00 100.00,,312_R6G-PdTPP_simple P 54.00 108.00,,312_R6G-PdTPP_simple P 58.00 116.00,,312_R6G-PdTPP_simple P 62.00 124.00,,312_R6G-PdTPP_simple P 66.00 132.00,,312_R6G-PdTPP_simple P 70.00 140.00,,312_R6G-PdTPP_simple P 74.00 148.00,,312_R6G-PdTPP_simple P 78.00 156.00,,312_R6G-PdTPP_simple P 82.00 164.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
843,34.34167099,843,128.1420441,843,95.42485046,843,95.40458679,843,95.371315,843,95.45130157,843,95.37607574,843,95.39108276,843,95.42215729,843,95.31943512,843,95.26321411,843,95.19272614,843,95.05175018,843,94.8931427,843,94.66856384,843,94.39427948,843,94.04278564,843,93.68482971,843,93.20253754,843,92.74869537,843,92.38128662,843,88.03681946,
842,34.4509201,842,127.9616013,842,95.36327362,842,95.38204956,842,95.40605164,842,95.36834717,842,95.38056946,842,95.34716034,842,95.39959717,842,95.28752136,842,95.27838898,842,95.1541214,842,95.01325226,842,94.82765198,842,94.61314392,842,94.31785583,842,93.99613953,842,93.61011505,842,93.19901276,842,92.77161407,842,92.32904053,842,88.07887268,
841,34.55278778,841,127.7702179,841,95.36763,841,95.36896515,841,95.35646057,841,95.314888,841,95.38394928,841,95.31452942,841,95.31819916,841,95.30103302,841,95.18635559,841,95.11773682,841,95.06485748,841,94.85733032,841,94.6259079,841,94.30037689,841,93.99742889,841,93.63612366,841,93.20890045,841,92.70963287,841,92.34866333,841,88.04994202,
840,34.65090561,840,127.5228119,840,95.34299469,840,95.38990021,840,95.38010406,840,95.34998322,840,95.35649872,840,95.26972198,840,95.34481812,840,95.29216766,840,95.23124695,840,95.1398468,840,95.02243042,840,94.83802795,840,94.60792542,840,94.35372162,840,94.042099,840,93.61131287,840,93.17725372,840,92.72615051,840,92.3313446,840,88.11591339,
839,34.78339005,839,127.4285278,839,95.25569153,839,95.28913879,839,95.27798462,839,95.35188293,839,95.26702881,839,95.2899704,839,95.25841522,839,95.16460419,839,95.15289307,839,95.00957489,839,94.93247223,839,94.77183533,839,94.56199646,839,94.2345047,839,93.91848755,839,93.55124664,839,93.10578156,839,92.63026428,839,92.21337128,839,88.03264618,
838,34.80046844,838,127.1821289,838,95.27796936,838,95.32923889,838,95.29677582,838,95.31608582,838,95.3197937,838,95.28341675,838,95.24977112,838,95.20346069,838,95.16155243,838,95.12656403,838,94.93178558,838,94.8336792,838,94.60360718,838,94.25167084,838,93.89847565,838,93.63362885,838,93.12503052,838,92.70398712,838,92.24846649,838,88.0615387,
837,34.92518234,837,126.9634399,837,95.30371094,837,95.31144714,837,95.32979584,837,95.34149933,837,95.29319763,837,95.26948547,837,95.28875732,837,95.19208527,837,95.1942215,837,95.08712006,837,94.95281982,837,94.79747772,837,94.58073425,837,94.29753113,837,93.95922089,837,93.66954803,837,93.15422058,837,92.7090683,837,92.28594971,837,88.01292419,
836,34.99567413,836,126.7864838,836,95.24723053,836,95.30486298,836,95.34578705,836,95.3055954,836,95.29066467,836,95.25808716,836,95.23432922,836,95.18102264,836,95.17171478,836,95.05168915,836,94.94616699,836,94.74636841,836,94.52353668,836,94.25376129,836,93.90631104,836,93.58086395,836,93.09788513,836,92.65966034,836,92.27497101,836,88.04476929,
835,34.98524094,835,126.5688629,835,95.29671478,835,95.26009369,835,95.27398682,835,95.37025452,835,95.31266785,835,95.33310699,835,95.26815796,835,95.25228882,835,95.19695282,835,95.09990692,835,94.96749115,835,94.79938507,835,94.5904007,835,94.30430603,835,93.93943787,835,93.58899689,835,93.13647461,835,92.70841217,835,92.3163147,835,88.05082703,
834,35.11949921,834,126.4806595,834,95.20793915,834,95.25496674,834,95.19055176,834,95.19567871,834,95.19025421,834,95.19437408,834,95.15375519,834,95.17831421,834,95.04620361,834,95.01625824,834,94.90803528,834,94.72628784,834,94.50196075,834,94.17424011,834,93.83085632,834,93.52281952,834,93.08613586,834,92.62998962,834,92.20491791,834,87.96212006,
833,35.18804169,833,126.2556686,833,95.24778748,833,95.28762817,833,95.24252319,833,95.27478027,833,95.25845337,833,95.27346802,833,95.1989975,833,95.25171661,833,95.14643097,833,95.07232666,833,94.91535187,833,94.78330994,833,94.54879761,833,94.29901123,833,93.91854095,833,93.53878784,833,93.1244812,833,92.66629791,833,92.24846649,833,88.05388641,
832,35.19421768,832,126.1035461,832,95.1867981,832,95.24062347,832,95.18009186,832,95.25476074,832,95.20545959,832,95.19313812,832,95.22201538,832,95.09928131,832,95.13473511,832,95.03281403,832,94.91610718,832,94.70290375,832,94.48210144,832,94.19942474,832,93.88439941,832,93.51558685,832,93.05297852,832,92.64710999,832,92.20915222,832,88.04534912,
831,35.24547958,831,125.9472122,831,95.13800812,831,95.20521545,831,95.20166016,831,95.19611359,831,95.18344879,831,95.17651367,831,95.11930084,831,95.163414,831,95.08309174,831,94.9982605,831,94.89370728,831,94.68540192,831,94.487854,831,94.16101837,831,93.8345108,831,93.48355103,831,93.0295639,831,92.66522217,831,92.19335175,831,88.03559113,
830,35.31170654,830,125.8340607,830,95.11735535,830,95.18655396,830,95.18528748,830,95.16420746,830,95.14805603,830,95.10035706,830,95.13780212,830,95.08506775,830,95.07504272,830,94.93713379,830,94.82027435,830,94.67662811,830,94.38722992,830,94.1539917,830,93.79137421,830,93.42815399,830,93.0322113,830,92.58679199,830,92.18190765,830,87.98320007,
829,35.408638,829,125.646225,829,95.12020111,829,95.16842651,829,95.15956879,829,95.16459656,829,95.15965271,829,95.15216827,829,95.11476898,829,95.11300659,829,95.05008698,829,94.99617767,829,94.86108398,829,94.68265533,829,94.41464996,829,94.12753296,829,93.76281738,829,93.47244263,829,92.99312592,829,92.58500671,829,92.18885803,829,88.00646973,
828,35.39362335,828,125.4424438,828,95.1436615,828,95.17481995,828,95.17962646,828,95.19100952,828,95.18252563,828,95.14583588,828,95.18752289,828,95.08496857,828,95.063797,828,95.02166748,828,94.82234955,828,94.63925934,828,94.50888824,828,94.20049286,828,93.83375549,828,93.48823547,828,93.05799866,828,92.59221649,828,92.22029114,828,88.05118561,
827,35.40007019,827,125.324295,827,95.14229584,827,95.14343262,827,95.10810089,827,95.20453644,827,95.11458588,827,95.15758514,827,95.14147949,827,95.11283875,827,95.05378723,827,95.00872803,827,94.82191467,827,94.6047821,827,94.42862701,827,94.09931183,827,93.8150177,827,93.41982269,827,93.01502991,827,92.60054779,827,92.18141174,827,88.02733612,
826,35.50442123,826,125.1662369,826,95.11486053,826,95.13317871,826,95.14667511,826,95.16046906,826,95.12163544,826,95.11997986,826,95.14342499,826,95.1295166,826,95.05289459,826,95.00211334,826,94.87698364,826,94.6644516,826,94.42718506,826,94.08128357,826,93.84777832,826,93.45207214,826,93.03160095,826,92.58503723,826,92.21367645,826,88.00548553,
825,35.45163727,825,125.0605698,825,95.11611176,825,95.09993744,825,95.1164856,825,95.12218475,825,95.08194733,825,95.11470795,825,95.1125412,825,95.04746246,825,95.02344513,825,94.96845245,825,94.82017517,825,94.65564728,825,94.4146347,825,94.09807587,825,93.77560425,825,93.42545319,825,92.96382904,825,92.54270172,825,92.19247437,825,88.015625,
824,35.48390961,824,124.9812469,824,95.0178833,824,95.04756927,824,95.04821777,824,95.07647705,824,94.98710632,824,95.03839874,824,95.05552673,824,95.01792908,824,94.97101593,824,94.87701416,824,94.75771332,824,94.56420898,824,94.34083557,824,94.02366638,824,93.66858673,824,93.34101868,824,92.93753815,824,92.48905945,824,92.13080597,824,87.89418793,
823,35.52061844,823,124.7935867,823,95.02326202,823,95.09760284,823,95.08358002,823,95.08905029,823,95.04325104,823,95.11446381,823,95.06237793,823,95.02620697,823,94.97262573,823,94.9264679,823,94.76174164,823,94.61993408,823,94.34856415,823,94.05291748,823,93.70092773,823,93.407547,823,92.92685699,823,92.54230499,823,92.15840912,823,88.00579071,
822,35.50968552,822,124.730896,822,95.02291107,822,95.05256653,822,95.04864502,822,95.06161499,822,95.02170563,822,95.01052856,822,95.04110718,822,94.97724915,822,94.91864014,822,94.82469177,822,94.72692108,822,94.53281403,822,94.36437225,822,94.04381561,822,93.72551727,822,93.32631683,822,92.90207672,822,92.49341583,822,92.08391571,822,88.00067902,
821,35.5374527,821,124.6301193,821,94.97985077,821,95.00401306,821,94.9621048,821,95.00737,821,94.94413757,821,94.96061707,821,94.99079895,821,94.95877075,821,94.8757782,821,94.80352783,821,94.70806122,821,94.54055786,821,94.26434326,821,93.94516754,821,93.65257263,821,93.28216553,821,92.87097931,821,92.41695404,821,92.08110046,821,87.97494507,
820,35.50304794,820,124.4944611,820,94.98871613,820,94.97698212,820,94.99452209,820,94.99013519,820,94.99075317,820,94.95230865,820,94.99976349,820,94.92106628,820,94.89605713,820,94.88450623,820,94.67382813,820,94.47675323,820,94.29878235,820,93.99017334,820,93.66443634,820,93.24764252,820,92.86781311,820,92.40307617,820,92.06951141,820,87.94821167,
819,35.56663895,819,124.3776169,819,94.97465515,819,95.01417542,819,94.97065735,819,94.99459839,819,94.99603271,819,95.00842285,819,94.98487091,819,94.97396088,819,94.89385223,819,94.83522797,819,94.68710327,819,94.51509857,819,94.30963135,819,93.94992828,819,93.65903473,819,93.28627777,819,92.87411499,819,92.43228912,819,92.15345764,819,87.98690796,
818,35.49527359,818,124.2398605,818,94.94878387,818,95.01790619,818,95.01535034,818,95.00937653,818,95.01477814,818,95.01571655,818,95.00300598,818,94.95147705,818,94.90439606,818,94.84145355,818,94.67390442,818,94.55809784,818,94.31664276,818,93.95323181,818,93.70004272,818,93.32375336,818,92.90034485,818,92.48199463,818,92.17195129,818,87.95000458,
817,35.59960938,817,124.2461319,817,94.87406158,817,94.95098114,817,94.91300964,817,94.90866089,817,94.93135071,817,94.87284088,817,94.88127899,817,94.80297852,817,94.74421692,817,94.70521545,817,94.63105011,817,94.39957428,817,94.20513153,817,93.90202332,817,93.59989929,817,93.22978973,817,92.78224945,817,92.3655014,817,92.01860809,817,87.92858124,
816,35.48000336,816,124.1063232,816,94.91580963,816,94.92097473,816,94.95133972,816,94.97215271,816,94.9511261,816,94.90833282,816,94.89356995,816,94.88285065,816,94.83074951,816,94.73035431,816,94.66159058,816,94.45380402,816,94.22962189,816,93.91650391,816,93.58603668,816,93.26317596,816,92.79958344,816,92.42633057,816,92.07289886,816,87.97924805,
815,35.52165222,815,124.028656,815,94.89505768,815,94.92147827,815,94.87242889,815,94.83676147,815,94.86401367,815,94.87787628,815,94.84785461,815,94.85663605,815,94.79414368,815,94.71247101,815,94.59374237,815,94.40766907,815,94.23217773,815,93.90293121,815,93.58963013,815,93.27319336,815,92.80863953,815,92.38985443,815,92.04255676,815,87.96977234,
814,35.49294281,814,123.9744339,814,94.79279327,814,94.83517456,814,94.83283997,814,94.82839966,814,94.84774017,814,94.87496948,814,94.83306122,814,94.81225586,814,94.77292633,814,94.69369507,814,94.58069611,814,94.42959595,814,94.16928101,814,93.87517548,814,93.53230286,814,93.14642334,814,92.74884033,814,92.37096405,814,92.00246429,814,87.93850708,
813,35.50244904,813,123.898819,813,94.82988739,813,94.79600525,813,94.84608459,813,94.86988068,813,94.84350586,813,94.79746246,813,94.8605423,813,94.76626587,813,94.74419403,813,94.65366364,813,94.59844971,813,94.42319489,813,94.19023132,813,93.82563019,813,93.54611969,813,93.18593597,813,92.67108917,813,92.35961151,813,92.0089035,813,87.90590668,
812,35.43243027,812,123.8101349,812,94.81314087,812,94.81485748,812,94.81919861,812,94.84768677,812,94.85336304,812,94.81256104,812,94.80657959,812,94.75345612,812,94.76091766,812,94.67536163,812,94.5766983,812,94.37924957,812,94.19335938,812,93.87885284,812,93.54855347,812,93.16413116,812,92.76036072,812,92.32247162,812,92.01724243,812,87.89310455,
811,35.39942551,811,123.7241592,811,94.79790497,811,94.82172394,811,94.80295563,811,94.80901337,811,94.80752563,811,94.79638672,811,94.82552338,811,94.75221252,811,94.72805786,811,94.65088654,811,94.54003906,811,94.4029007,811,94.17397308,811,93.84550476,811,93.55581665,811,93.14899445,811,92.75775146,811,92.28527832,811,91.99806213,811,87.93175507,
810,35.41047668,810,123.6670532,810,94.78174591,810,94.79360962,810,94.78872681,810,94.80172729,810,94.78427887,810,94.79000854,810,94.79897308,810,94.78240204,810,94.73397827,810,94.67536163,810,94.50935364,810,94.37203217,810,94.11701202,810,93.82115936,810,93.51320648,810,93.14317322,810,92.72583008,810,92.35173798,810,92.00922394,810,87.86860657,
809,35.3752327,809,123.6159058,809,94.75502014,809,94.73796844,809,94.77521515,809,94.76922607,809,94.76992798,809,94.76107788,809,94.74601746,809,94.72219086,809,94.69200134,809,94.60584259,809,94.55728149,809,94.32465363,809,94.10999298,809,93.80891418,809,93.46100616,809,93.16668701,809,92.73258972,809,92.33405304,809,92.00209045,809,87.90276337,
808,35.31969452,808,123.6307373,808,94.65969086,808,94.66261292,808,94.67899323,808,94.70412445,808,94.6944046,808,94.68565369,808,94.69239807,808,94.68521118,808,94.65670013,808,94.54573059,808,94.41427612,808,94.26520538,808,94.0374527,808,93.7223587,808,93.44612885,808,93.06109619,808,92.6421814,808,92.28288269,808,91.92465973,808,87.82870483,
807,35.32051849,807,123.5482559,807,94.67783356,807,94.71789551,807,94.71450806,807,94.67687225,807,94.72137451,807,94.70282745,807,94.68070221,807,94.65646362,807,94.61460876,807,94.59179688,807,94.48104858,807,94.2634201,807,94.03622437,807,93.73600769,807,93.39227295,807,93.09518433,807,92.66579437,807,92.26019287,807,91.96326447,807,87.9076004,
806,35.24570847,806,123.4899368,806,94.64669037,806,94.64412689,806,94.69368744,806,94.68254089,806,94.70556641,806,94.7039032,806,94.69651031,806,94.6321106,806,94.60256958,806,94.53133392,806,94.44063568,806,94.25759888,806,94.03510284,806,93.7266922,806,93.41282654,806,93.06481934,806,92.66627502,806,92.3094101,806,91.97953033,806,87.87065125,
805,35.19210052,805,123.4816666,805,94.5786438,805,94.60645294,805,94.66281128,805,94.65618134,805,94.67785645,805,94.65368652,805,94.61912537,805,94.63952637,805,94.59327698,805,94.46938324,805,94.37954712,805,94.21856689,805,94.03121185,805,93.68797302,805,93.37399292,805,93.03291321,805,92.59650421,805,92.17428589,805,91.9178009,805,87.87454987,
804,35.23234177,804,123.4670486,804,94.54501343,804,94.59780121,804,94.61555481,804,94.59120941,804,94.59057617,804,94.56664276,804,94.58905029,804,94.59278107,804,94.48261261,804,94.49459076,804,94.34352112,804,94.1754303,804,93.9832077,804,93.66429901,804,93.32201385,804,92.98201752,804,92.54217529,804,92.17260742,804,91.92276001,804,87.81584167,
803,35.1530838,803,123.3313446,803,94.61614227,803,94.66101837,803,94.62797546,803,94.66491699,803,94.67681885,803,94.67017365,803,94.67389679,803,94.6609726,803,94.61525726,803,94.54328156,803,94.4181366,803,94.29472351,803,94.05639648,803,93.73117828,803,93.43601227,803,93.06217194,803,92.59779358,803,92.27385712,803,91.95211029,803,87.88809204,
802,35.09911728,802,123.3358994,802,94.55950928,802,94.55348969,802,94.58696747,802,94.61448669,802,94.59662628,802,94.57615662,802,94.61656952,802,94.54101563,802,94.56571198,802,94.54302216,802,94.37425995,802,94.21177673,802,93.97599792,802,93.70427704,802,93.35136414,802,93.04305267,802,92.61345673,802,92.19725037,802,91.91455841,802,87.87916565,
801,35.02022552,801,123.3346939,801,94.49199677,801,94.56783295,801,94.5852356,801,94.57633209,801,94.56679535,801,94.59342957,801,94.53945923,801,94.58990479,801,94.54788208,801,94.4336853,801,94.30029297,801,94.20920563,801,93.94565582,801,93.63845825,801,93.33310699,801,92.96463013,801,92.55831909,801,92.2085495,801,91.91658783,801,87.81526947,
800,34.95994949,800,123.3326111,800,94.4249649,800,94.54288483,800,94.47364044,800,94.51328278,800,94.5655899,800,94.58123016,800,94.54833984,800,94.58539581,800,94.49301147,800,94.44001007,800,94.27312469,800,94.12965393,800,93.94678497,800,93.59927368,800,93.30854797,800,92.9179306,800,92.50517273,800,92.1658783,800,91.85977173,800,87.78985596,
799,34.91841125,799,123.2160568,799,94.4158783,799,94.45664978,799,94.48134613,799,94.5292511,799,94.5151825,799,94.55992889,799,94.50540161,799,94.50584412,799,94.50918579,799,94.39493561,799,94.28469086,799,94.14736938,799,93.88970947,799,93.62663269,799,93.29154205,799,92.93198395,799,92.56526947,799,92.17228699,799,91.89014435,799,87.877388,
798,34.83138657,798,123.2641449,798,94.33296204,798,94.42515564,798,94.38456726,798,94.42033386,798,94.45862579,798,94.48867798,798,94.42538452,798,94.46347046,798,94.39844513,798,94.33865356,798,94.20207214,798,94.05703735,798,93.85421753,798,93.55136871,798,93.21337128,798,92.87985992,798,92.44018555,798,92.09301758,798,91.79333496,798,87.80755615,
797,34.79624557,797,123.1693726,797,94.3828125,797,94.44713593,797,94.47748566,797,94.48071289,797,94.51107025,797,94.49160767,797,94.51435089,797,94.47868347,797,94.4751358,797,94.37767029,797,94.29270935,797,94.09049225,797,93.91291046,797,93.60451508,797,93.30101776,797,92.89096069,797,92.47048187,797,92.11304474,797,91.88623047,797,87.90773773,
796,34.70541382,796,123.204422,796,94.33813477,796,94.36295319,796,94.40957642,796,94.37134552,796,94.43042755,796,94.47232819,796,94.4710083,796,94.42976379,796,94.43549347,796,94.33712006,796,94.2311554,796,94.06265259,796,93.87348938,796,93.56241608,796,93.21865082,796,92.89909363,796,92.49453735,796,92.11461639,796,91.81999969,796,87.85626984,
795,34.676754,795,123.2150116,795,94.26796722,795,94.35216522,795,94.33742523,795,94.44727325,795,94.40087891,795,94.42254639,795,94.46098328,795,94.37384033,795,94.3531723,795,94.29664612,795,94.20556641,795,94.04878998,795,93.85353088,795,93.54486847,795,93.15947723,795,92.85767365,795,92.46637726,795,92.08242798,795,91.77464294,795,87.86083221,
794,34.59754944,794,123.2477875,794,94.22799683,794,94.26908875,794,94.28788757,794,94.34332275,794,94.34360504,794,94.41119385,794,94.3921051,794,94.39849091,794,94.32369995,794,94.2616272,794,94.18243408,794,93.99006653,794,93.76522827,794,93.45323181,794,93.16464996,794,92.82318115,794,92.4258728,794,92.0402298,794,91.77457428,794,87.80889893,
793,34.56963348,793,123.204422,793,94.21617126,793,94.26373291,793,94.29193878,793,94.36523438,793,94.34160614,793,94.37564087,793,94.39832306,793,94.40513611,793,94.3557663,793,94.27787018,793,94.14897919,793,94.01406097,793,93.81317902,793,93.48881531,793,93.1919632,793,92.83818817,793,92.41323853,793,92.04508972,793,91.78762054,793,87.84417725,
792,34.48394012,792,123.253479,792,94.15074921,792,94.1966629,792,94.21483612,792,94.27186584,792,94.34186554,792,94.31030273,792,94.34004211,792,94.3367691,792,94.32058716,792,94.19509125,792,94.10322571,792,93.9778595,792,93.77919769,792,93.45988464,792,93.15597534,792,92.77308655,792,92.38754272,792,92.00093842,792,91.77697754,792,87.83481598,
791,34.43175888,791,123.2504883,791,94.16657257,791,94.24221802,791,94.2086792,791,94.24162292,791,94.2991333,791,94.2699585,791,94.34963226,791,94.30574799,791,94.29136658,791,94.23029327,791,94.1021347,791,93.96094513,791,93.75909424,791,93.46447754,791,93.15019989,791,92.76507568,791,92.37770081,791,92.04430389,791,91.78852844,791,87.84705353,
790,34.37693024,790,123.3003998,790,94.08810425,790,94.1402359,790,94.15848541,790,94.19503784,790,94.23884583,790,94.25862122,790,94.28811646,790,94.28424835,790,94.22902679,790,94.15377045,790,94.05164337,790,93.9283905,790,93.67394257,790,93.39927673,790,93.10587311,790,92.70831299,790,92.34255981,790,91.98490906,790,91.7641449,790,87.80158234,
789,34.31522369,789,123.3123932,789,94.074646,789,94.10662842,789,94.13393402,789,94.16603851,789,94.24210358,789,94.25782776,789,94.23946381,789,94.25897217,789,94.21037292,789,94.1825943,789,94.07592773,789,93.93791962,789,93.6905365,789,93.41039276,789,93.09128571,789,92.76816559,789,92.31028748,789,91.97680664,789,91.68429565,789,87.79889679,
788,34.25507355,788,123.3471603,788,94.02976227,788,94.04154205,788,94.06961823,788,94.15297699,788,94.17860413,788,94.18161011,788,94.2070694,788,94.21331787,788,94.18739319,788,94.12931824,788,94.02436066,788,93.86851501,788,93.63538361,788,93.34647369,788,93.07800293,788,92.71511078,788,92.30892944,788,91.92329407,788,91.70957184,788,87.78666687,
787,34.16193008,787,123.3554459,787,94.00201416,787,93.98918915,787,94.07263184,787,94.15088654,787,94.14506531,787,94.19229889,787,94.20018005,787,94.20524597,787,94.1791687,787,94.11249542,787,94.02642059,787,93.83093262,787,93.6795578,787,93.36606598,787,93.07102203,787,92.70774078,787,92.30265045,787,91.96969604,787,91.7822876,787,87.79909515,
786,34.06698608,786,123.3830719,786,93.9573822,786,94.01014709,786,94.01793671,786,94.06291199,786,94.1426239,786,94.16548157,786,94.20865631,786,94.19657135,786,94.12602997,786,94.08630371,786,93.98786926,786,93.85055542,786,93.62638855,786,93.36698914,786,93.02856445,786,92.70089722,786,92.28421783,786,91.9121933,786,91.70059967,786,87.79624176,
785,34.04413605,785,123.4019547,785,93.93344879,785,93.95426941,785,93.9822998,785,94.06647491,785,94.11560822,785,94.16036987,785,94.14648438,785,94.1465683,785,94.15853882,785,94.05708313,785,94.00813293,785,93.86878967,785,93.64050293,785,93.37675476,785,93.02570343,785,92.68173218,785,92.25791168,785,91.90833282,785,91.69805908,785,87.8060379,
784,33.99088287,784,123.4767532,784,93.85826111,784,93.90209198,784,93.92301178,784,94.02935028,784,94.05570984,784,94.07515717,784,94.11303711,784,94.08309174,784,94.10194397,784,94.05064392,784,93.95620728,784,93.76313782,784,93.54647064,784,93.31764221,784,92.99184418,784,92.61924744,784,92.25507355,784,91.86501312,784,91.66964722,784,87.73262024,
783,33.93006516,783,123.5516434,783,93.7715683,783,93.81170654,783,93.86464691,783,93.91197968,783,93.97628784,783,94.00622559,783,94.03376007,783,94.04872131,783,94.03041077,783,93.96825409,783,93.86284637,783,93.73327637,783,93.5451889,783,93.27429199,783,92.93829346,783,92.58377838,783,92.1882782,783,91.8272171,783,91.6623764,783,87.74199677,
782,33.81653214,782,123.5781708,782,93.73100281,782,93.78330994,782,93.85816193,782,93.85590363,782,93.96201324,782,94.01557159,782,94.05730438,782,94.06858826,782,94.03363037,782,93.98334503,782,93.86605072,782,93.73568726,782,93.52987671,782,93.25912476,782,92.95500946,782,92.5887146,782,92.17235565,782,91.81102753,782,91.64400482,782,87.73049164,
781,33.7723465,781,123.6490936,781,93.66928101,781,93.70175934,781,93.77545929,781,93.86184692,781,93.91952515,781,93.95845032,781,93.96479034,781,93.99610901,781,93.96477509,781,93.88595581,781,93.83437347,781,93.66928101,781,93.49007416,781,93.22782135,781,92.90262604,781,92.55348206,781,92.15198517,781,91.80155182,781,91.5891571,781,87.72170258,
780,33.70641327,780,123.6834869,780,93.63071442,780,93.67457581,780,93.7612915,780,93.78812408,780,93.87854767,780,93.92271423,780,93.96856689,780,93.97502136,780,93.94300842,780,93.90872192,780,93.78646088,780,93.65444183,780,93.44748688,780,93.14817047,780,92.89467621,780,92.55282593,780,92.14343262,780,91.79351044,780,91.56610107,780,87.68709564,
779,33.59865189,779,123.7241364,779,93.59314728,779,93.64533997,779,93.70419312,779,93.76542664,779,93.84816742,779,93.90625,779,93.96463013,779,93.93818665,779,93.91827393,779,93.90502167,779,93.80781555,779,93.64346313,779,93.4495697,779,93.1856842,779,92.87360382,779,92.55267334,779,92.12716675,779,91.7830658,779,91.61441803,779,87.71417999,
778,33.53952789,778,123.777092,778,93.56971741,778,93.5796051,778,93.65552521,778,93.73729706,778,93.80934906,778,93.88078308,778,93.88676453,778,93.91705322,778,93.90644073,778,93.86508179,778,93.79242706,778,93.64833832,778,93.43054199,778,93.15835571,778,92.86462402,778,92.47762299,778,92.10263824,778,91.78076935,778,91.59333038,778,87.69842529,
777,33.44744492,777,123.8400726,777,93.49265289,777,93.54481506,777,93.58409119,777,93.68041992,777,93.73347473,777,93.8296814,777,93.88117218,777,93.89554596,777,93.87705994,777,93.81372833,777,93.753479,777,93.63127899,777,93.38486481,777,93.13976288,777,92.83300018,777,92.48377228,777,92.09866333,777,91.73800659,777,91.53765106,777,87.69052887,
776,33.41221237,776,123.9033813,776,93.41246796,776,93.50723267,776,93.52152252,776,93.61121368,776,93.70503235,776,93.793396,776,93.81892395,776,93.85597229,776,93.84424591,776,93.79004669,776,93.68984985,776,93.59142303,776,93.39201355,776,93.12584686,776,92.83805847,776,92.4465332,776,92.05419159,776,91.73795319,776,91.55125427,776,87.68141937,
775,33.31389618,775,124.0358505,775,93.32080841,775,93.3837738,775,93.47416687,775,93.50170898,775,93.59842682,775,93.72854614,775,93.7585144,775,93.7884903,775,93.73997498,775,93.70535278,775,93.65118408,775,93.51918793,775,93.31600189,775,93.01792145,775,92.73293304,775,92.38565826,775,91.98511505,775,91.6568222,775,91.46152496,775,87.61582947,
